年	州	州略号	州FIPSコード	州CENコード	州ICコード	役職	候補者	政党	主要政党	書き込み投票	候補者得票数	総投票数	バージョン
1976	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジェラルド・フォード	共和党	共和党	FALSE	100387	183902	20171015
1980	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	94628	213299	20171015
1984	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	135865	234561	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	124331	243328	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	88122	289701	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	80352	258449	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	119775	294308	20171015
2004	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	121180	312309	20171015
2008	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	98974	325046	20171015
2012	バーモント	VT	50	13	6	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	92698	299290	20171015
2016	バーモント	VT	50	13	6	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	95369	320467	20171015
1976	バーモント	VT	50	13	6	アメリカ合衆国大統領	ユージン・“ジーン”・マッカーシー	無所属	その他	FALSE	4001	183902	20171015
1976	バーモント	VT	50	13	6	アメリカ合衆国大統領	その他		その他	FALSE	1090	183902	20171015
1976	バーモント	VT	50	13	6	アメリカ合衆国大統領	ピーター・カメホ	社会主義労働者党	その他	FALSE	430	183902	20171015
1976	バーモント	VT	50	13	6	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	米国労働党	その他	FALSE	196	183902	20171015
1980	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	31761	213299	20171015
1980	バーモント	VT	50	13	6	アメリカ合衆国大統領	バリー・コモナー	市民党	その他	FALSE	2316	213299	20171015
1980	バーモント	VT	50	13	6	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	1900	213299	20171015
1980	バーモント	VT	50	13	6	アメリカ合衆国大統領			その他	TRUE	413	213299	20171015
1980	バーモント	VT	50	13	6	アメリカ合衆国大統領	デイヴィッド・マクレイノルズ	社会党	その他	FALSE	136	213299	20171015
1980	バーモント	VT	50	13	6	アメリカ合衆国大統領	ガス・ホール	共産党	その他	FALSE	118	213299	20171015
1980	バーモント	VT	50	13	6	アメリカ合衆国大統領	クリフトン・デベリー	社会主義労働者党	その他	FALSE	75	213299	20171015
1984	バーモント	VT	50	13	6	アメリカ合衆国大統領	デイヴィッド・バーグランド	リバタリアン党	その他	FALSE	1002	234561	20171015
1984	バーモント	VT	50	13	6	アメリカ合衆国大統領	その他		その他	FALSE	712	234561	20171015
1984	バーモント	VT	50	13	6	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	無所属	その他	FALSE	423	234561	20171015
1984	バーモント	VT	50	13	6	アメリカ合衆国大統領	デニス・セレット	アライアンス党	その他	FALSE	323	234561	20171015
1984	バーモント	VT	50	13	6	アメリカ合衆国大統領	ソニア・ジョンソン	市民党	その他	FALSE	264	234561	20171015
1984	バーモント	VT	50	13	6	アメリカ合衆国大統領	メルヴィン・メイソン	社会主義労働者党	その他	FALSE	127	234561	20171015
1984	バーモント	VT	50	13	6	アメリカ合衆国大統領	ガス・ホール	共産党	その他	FALSE	115	234561	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	分散票		その他	FALSE	1134	243328	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロナルド・“ロン”・ポール	リバタリアン党	その他	FALSE	1000	243328	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	無所属	その他	FALSE	275	243328	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	レノーラ・フラーニ	新連合党	その他	FALSE	205	243328	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	デイヴィッド・デューク	ポピュリスト党	その他	FALSE	189	243328	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	ヘルベルグ・G・レビン	平和と自由党	その他	FALSE	164	243328	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	ウィラ・ケノイヤー	自由連合党	その他	FALSE	142	243328	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジェームズ・“マック”・ウォーレン	社会主義労働者党	その他	FALSE	113	243328	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	65991	289701	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	アンドレ・マルー	リバタリアン党	その他	FALSE	501	289701	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領			その他	TRUE	488	289701	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	その他	自由連合党	その他	FALSE	329	289701	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	315	289701	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	ハワード・フィリップス	納税者党	その他	FALSE	124	289701	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	レノーラ・フラーニ	新連合党	その他	FALSE	100	289701	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジェームズ・“マック”・ウォーレン	社会主義労働者党	その他	FALSE	82	289701	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	ラルーシュのための自由	その他	FALSE	57	289701	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロス・ペロー	改革党	その他	FALSE	31024	258449	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	ラルフ・ネーダー	緑の党	その他	FALSE	5585	258449	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	1183	258449	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領			その他	TRUE	560	258449	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	498	258449	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	デニス・ペロン	草の根党	その他	FALSE	480	258449	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	ハワード・フィリップス	米国納税者党	その他	FALSE	382	258449	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	メアリー・キャル・ホリス	自由連合党	その他	FALSE	292	258449	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジェームズ・ハリス	社会主義労働者党	その他	FALSE	199	258449	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	ラルフ・ネーダー	進歩/緑の党	その他	FALSE	20374	294308	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	パトリック・“パット”・ブキャナン	改革党	その他	FALSE	2192	294308	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	デニー・レーン	バーモント草の根党	その他	FALSE	1044	294308	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	784	294308	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領			その他	TRUE	514	294308	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	219	294308	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	デイヴィッド・マクレイノルズ	自由連合党	その他	FALSE	161	294308	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	ハワード・フィリップス	憲法党	その他	FALSE	153	294308	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジェームズ・ハリス	社会主義労働者党	その他	FALSE	70	294308	20171015
2004	バーモント	VT	50	13	6	アメリカ合衆国大統領	ラルフ・ネーダー	無所属	その他	FALSE	4494	312309	20171015
2004	バーモント	VT	50	13	6	アメリカ合衆国大統領	マイケル・バドナリック	リバタリアン党	その他	FALSE	1102	312309	20171015
2004	バーモント	VT	50	13	6	アメリカ合衆国大統領	その他		その他	TRUE	957	312309	20171015
2004	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョン・パーカー	自由連合党	その他	FALSE	265	312309	20171015
2004	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロジャー・カレロ	社会主義労働者党	その他	FALSE	244	312309	20171015
2008	バーモント	VT	50	13	6	アメリカ合衆国大統領	ラルフ・ネーダー	無所属	その他	FALSE	3339	325046	20171015
2008	バーモント	VT	50	13	6	アメリカ合衆国大統領			その他	TRUE	1464	325046	20171015
2008	バーモント	VT	50	13	6	アメリカ合衆国大統領	ボブ・バー	リバタリアン党	その他	FALSE	1067	325046	20171015
2008	バーモント	VT	50	13	6	アメリカ合衆国大統領	チャールズ・“チャック”・ボールドウィン	憲法党	その他	FALSE	500	325046	20171015
2008	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロジャー・カレロ	社会主義労働者党	その他	FALSE	150	325046	20171015
2008	バーモント	VT	50	13	6	アメリカ合衆国大統領	グロリア・エステラ・ラ・リバ	社会主義解放党	その他	FALSE	149	325046	20171015
2008	バーモント	VT	50	13	6	アメリカ合衆国大統領	ブライアン・ムーア	自由連合党	その他	FALSE	141	325046	20171015
2012	バーモント	VT	50	13	6	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	3487	299290	20171015
2012	バーモント	VT	50	13	6	アメリカ合衆国大統領			その他	TRUE	2043	299290	20171015
2012	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロス・カール・“ロッキー”・アンダーソン	正義党	その他	FALSE	1128	299290	20171015
2012	バーモント	VT	50	13	6	アメリカ合衆国大統領	ペタ・リンゼイ	社会主義解放党	その他	FALSE	695	299290	20171015
2016	バーモント	VT	50	13	6	アメリカ合衆国大統領			その他	TRUE	22899	320467	20171015
2016	バーモント	VT	50	13	6	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	10078	320467	20171015
2016	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	6758	320467	20171015
2016	バーモント	VT	50	13	6	アメリカ合衆国大統領	白票		その他	FALSE	4574	320467	20171015
2016	バーモント	VT	50	13	6	アメリカ合衆国大統領	ロキ・デ・ラ・フエンテ	無所属	その他	FALSE	1063	320467	20171015
2016	バーモント	VT	50	13	6	アメリカ合衆国大統領	無効票		その他	FALSE	826	320467	20171015
2016	バーモント	VT	50	13	6	アメリカ合衆国大統領	グロリア・エステラ・ラ・リバ	自由連合党	その他	FALSE	327	320467	20171015
1976	バージニア	VA	51	54	40	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	813896	1697094	20171015
1980	バージニア	VA	51	54	40	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	752174	1866032	20171015
1984	バージニア	VA	51	54	40	アメリカ合衆国大統領	ウォルター・モンデール	民主党	民主党	FALSE	796250	2146635	20171015
1988	バージニア	VA	51	54	40	アメリカ合衆国大統領	マイケル・デュカキス	民主党	民主党	FALSE	859799	2191609	20171015
1992	バージニア	VA	51	54	40	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	1038650	2559129	20171015
1996	バージニア	VA	51	54	40	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	1091060	2416642	20171015
2000	バージニア	VA	51	54	40	アメリカ合衆国大統領	アル・ゴア	民主党	民主党	FALSE	1217290	2739447	20171015
2004	バージニア	VA	51	54	40	アメリカ合衆国大統領	ジョン・ケリー	民主党	民主党	FALSE	1454742	3195415	20171015
2008	バージニア	VA	51	54	40	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	1959532	3723260	20171015
2012	バージニア	VA	51	54	40	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	1971820	3854489	20171015
2016	バージニア	VA	51	54	40	アメリカ合衆国大統領	ヒラリー・クリントン	民主党	民主党	FALSE	1981473	3982752	20171015
1976	バージニア	VA	51	54	40	アメリカ合衆国大統領	ジェラルド・フォード	共和党	共和党	FALSE	836554	1697094	20171015
1980	バージニア	VA	51	54	40	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	989609	1866032	20171015
1984	バージニア	VA	51	54	40	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	1337078	2146635	20171015
1988	バージニア	VA	51	54	40	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	1309162	2191609	20171015
1992	バージニア	VA	51	54	40	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	1150517	2559129	20171015
1996	バージニア	VA	51	54	40	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	1138350	2416642	20171015
2000	バージニア	VA	51	54	40	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	1437490	2739447	20171015
2004	バージニア	VA	51	54	40	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	1716959	3195415	20171015
2008	バージニア	VA	51	54	40	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	1725005	3723260	20171015
2012	バージニア	VA	51	54	40	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	1822522	3854489	20171015
2016	バージニア	VA	51	54	40	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	1769443	3982752	20171015
1976	バージニア	VA	51	54	40	アメリカ合衆国大統領	ピーター・カメホ	社会主義労働者党	その他	FALSE	17802	1697094	20171015
